Калужская обл;г Обнинск;55.112150,36.583234;ЖК "Циолковский";ООО Циолковский;5030082539;Калужская обл.,г. Обнинск, в границах города ЦНТ и ЭОУ Эврика;40:27:020201: 513;Евстратова К.Н.;;3003;1;;;srednerusskiy
Калужская обл;г Обнинск;55.124586,36.581248;ЖК "Новый бульвар";ООО Риэлт Менеджмент;4025416015;Обнинск, мкр Заовражье, ул. Гагарина д. 48;;84489:25:14;Казакова Н.Д.;2198;1;;;srednerusskiy
Калужская обл;г Обнинск;55.131647,36.573306;ЖК "Заовражье";ООО Новый город;4025084289;г. Обнинск мкр Заовражье ул. Поленова;д. 15;40:27:030401:438;Казакова Н.Д.;2184;1;;;srednerusskiy
Калужская обл;г Киров;;ЖК "Вознесенский";ООО КЧУС;4347030908;Киров, Ленина 31;д. 31;42:40:000256:1364;Тиханова Т.С.;2431;1;Кировская область, не Калужская;;srednerusskiy
Калужская обл;г Калуга;;г. Димитровград, Западный район, микрорайон 1А;ООО Запад;6367044564;г. Димитровград, Западный район, микрорайон 1А;д.11;73:23:000000:2101;Гурьева КА;4298;1;Ульяновская область, не Калужская;;srednerusskiy
Кемеровская обл;д Сухово;55.3466,86.2041;ЖК "Европейские провинции";ООО СДС-Строй;4205109101;Кемеровская область, Кемерово, д. Сухово, жил.р-н Европейские провинции, д. 12;д. 12;42:04:0349002:387;Сергеева Е.С.;2257;1;;;SibB
Кемеровская обл;г Кемерово;55.3538,86.1189;Кемеровская область, Кемерово, Центральный район, микрорайон 7Б, д.10Г/2;ООО СДС-Строй;4205109101;Кемеровская область, Кемерово, Центральный район, микрорайон 7Б, д.10Г/2;д. 10Г/2;42:04:0501009:4639;Сергеева Е.С.;2259;1;;;SibB
Кемеровская обл;г Кемерово;55.3928,86.1050;г Кемерово, ул Юрия Смирнова, д 33;ООО СтройИмпульс;3015081713;г. Кемерово, Рудничный район, Юго-Восточнее дома 31 по ул. Ю.Смирнова, д.33;д. 33;42:04:0101055:2088;Сергеева Е.С.;1364;1;;;SibB
Кемеровская обл;г Кемерово;55.4003,86.1316;г. Кемерово, Рудничный р-н, мкрн 12А, д. 6;ООО СДС-Строй;4205109101;г. Кемерово, Рудничный р-н, мкрн 12А, д. 6;д. 6;42:04:0401014:12665;Сергеева Е.С.;2258;1;;;SibB
Кировская обл;д Шутовщина;58.484184,49.732315;г. Киров, д.Шутовщина, ул. Полянская 3;АО КРИК;4345054639;г. Киров, д.Шутовщина, ул. Полянская 3;д. 3;43:12:124000:232;Тиханова Т.С.;2357;1;;;Volkov
Кировская обл;д Шутовщина;58.484194,49.734345;г. Киров, д.Шутовщина, ул. Полянская 4;АО КРИК;4345054639;г. Киров, д.Шутовщина, ул. Полянская 4;д. 4;43:12:124000:232;Тиханова Т.С.;2358;1;;;Volkov
Кировская обл;д Шутовщина;58.484777,49.732674;г. Киров, д.Шутовщина, ул. Полянская 2;АО КРИК;4345054639;г. Киров, д.Шутовщина, ул. Полянская 2;д. 2;43:12:124000:232;Тиханова Т.С.;2355;1;;;Volkov
Кировская обл;д Шутовщина;58.485050,49.733483;г. Киров, д.Шутовщина, ул. Полянская 2а;АО КРИК;4345054639;г. Киров, д.Шутовщина, ул. Полянская 2а;д. 2а;43:12:124000:232;Тиханова Т.С.;2356;1;;;Volkov
Кировская обл;д Шутовщина;58.485379,49.732630;г. Киров, д.Шутовщина, ул. Беговая д.2;АО КРИК;4345054639;г. Киров, д.Шутовщина, ул. Беговая д.2;д. 2;43:12:124000:232;Тиханова Т.С.;2354;1;;;Volkov
Кировская обл;г Киров;58.518046,49.700078;ЖК "Елки парк";ООО ДК Железно;4345298272;г. Киров ул. Декабристов д. 19;д. 19;43:40:000713:60;Тиханова Т.С.;2387;1;;;Volkov
Кировская обл;г Киров;58.542217,49.647236;г. Киров, пер. Луговой, 3;ООО СК Салютстрой;4345381033;г. Киров, пер. Луговой, 3;д. 3;43:40:000440:392;Тиханова Т.С.;2412;1;;;Volkov
Кировская обл;г Киров;58.561262,49.624104;г. Киров, ул. Потребкооперации, 38 (1 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 38 (1 этап строительства);д. 38;43:40:000541:86;Тиханова Т.С.;2415;1;;;Volkov
Кировская обл;г Киров;58.561262,49.624104;г. Киров, ул. Потребкооперации, 38 (2 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 38 (2 этап строительства);д. 38;43:40:000541:86;Тиханова Т.С.;2416;1;;;Volkov
Кировская обл;г Киров;58.561262,49.624104;г. Киров, ул. Потребкооперации, 38 (3 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 38 (3 этап строительства);д. 38;43:40:000541:86;Тиханова Т.С.;2417;1;;;Volkov
Кировская обл;г Киров;58.561262,49.624104;г. Киров, ул. Потребкооперации, 38 (4 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 38 (4 этап строительства);д. 38;43:40:000541:86;Тиханова Т.С.;2418;1;;;Volkov
Кировская обл;г Киров;58.561280,49.622415;г. Киров, ул. Потребкооперации, 36 (1 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 36 (1 этап строительства);д. 36;43:40:000541:86;Тиханова Т.С.;2413;1;;;Volkov
Кировская обл;г Киров;58.561280,49.622415;г. Киров, ул. Потребкооперации, 36 (2 этап строительства);ООО СК Салютстрой;4345381033;г. Киров, ул. Потребкооперации, 36 (2 этап строительства);д. 36;43:40:000541:86;Тиханова Т.С.;2414;1;;;Volkov
Кировская обл;г Киров;58.583411, 49.575874;ЖК "Урванцево";АО КССК;4345146992;г.Киров,ул. Зянкина Э.В., д. 13;к. 1;43:40:001028:39;Тиханова Т.С.;2365;1;;;Volkov
Кировская обл;г Киров;58.599615,49.575730;г.Киров,ул. Московская, д.207;АО КССК;4345146992;г.Киров,ул. Московская, д.207;д. 207;43:40:002506:26;Тиханова Т.С.;2372;1;;;Volkov
Кировская обл;г Киров;58.600190,49.574988;г.Киров,ул. Московская, д.211;АО КССК;4345146992;г.Киров,ул. Московская, д.211;д. 211;43:40:002506:26;Тиханова Т.С.;2373;1;;;Volkov
Кировская обл;д Москва;;ЖК "Мир митино";ООО Рождественно;7701579283;Москва, с. Род.енствено, к. 7;к. 7;77:08:000000:3306;Тиханова Т.С.;5101;1;не ВВБ;;Volkov
Костромская обл;г Кострома;57.7322,41.0013;г. Кострома, ул. Бульварная, 2;ООО СК-Норма;4401160922;г. Кострома, ул. Бульварная, 2;д. 2;44:27:070707:265;Казакова Н.Д.;2529;1;;;sukokin
Костромская обл;г Кострома;57.7501,40.8707;Кострома, п.Учхоза, Костромской 23;ООО Агропромышленная компания;4414011565;Кострома, п.Учхоза, Костромской 23;д. 23;44:31:090402:320;Казакова Н.Д.;2535;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Венеция 15";ООО Венеция;4401069303;г.Кострома, ул.Московская в районе дома 100, дом №15;д. 15;44:27:000000:57;Тиханова Т.С.;2446;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Венеция 17";ООО Венеция;4401069303;г.Кострома, ул.Московская в районе дома 100, дом №17;д. 17;44:27:000000:57;Тиханова Т.С.;2447;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Венеция 27";ООО Венеция;4401069303;г.Кострома, ул.Московская в районе дома 100, дом №27;д. 27;44:27:000000:57;Тиханова Т.С.;2448;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Микрорайон венеция";ООО Венеция;4401069303;г. Кострома, Ул. Московская, в районе дома 100, дом №104(по генплану);д. 104;44:27:000000:57;Тиханова Т.С.;2449;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Таунхаусы в венеции";ООО Венеция;4401069303;г. Кострома, Ул. Московская, в районе дома 100, дом №112(по генплану);д. 112;44:27:000000:57;Тиханова Т.С.;2452;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Венеция";ООО КФК Спецтранс;4401152520;г. Кострома, Московская улица, д.100, дом №59(генплану);д. 59;44:27:000000:14864;Казакова Н.Д.;2489;1;;;sukokin
Костромская обл;г Кострома;57.7508,40.8639;ЖК "Озерный";ООО КФК Спецтранс;4401152520;г. Кострома, Ул. Московская, в районе дома 100, дом №53(по генплану);д. 53;44:27:000:14946;Казакова Н.Д.;2492;1;;;sukokin
Костромская обл;г Кострома;57.7600,40.9375;ЖК "Романовский";ЗАО Костромской мукомольный завод;4401025698;г. Кострома, ул. Лесная, 11, д. 12;д. 12;44:27:040706:4;Тиханова Т.С.;2438;1;;;sukokin
Костромская обл;г Кострома;57.7652,40.9475;г Кострома, ул. Войкова ,25;ООО Ивстрой;5016009777;г Кострома, ул. Войкова ,25;д. 25;44:27:040611:628;Шинкаренко О.С.;2824;1;;;sukokin
Костромская обл;г Кострома;57.7656,40.9477;г Кострома, ул. Войкова ,27;ООО Ивстрой;5016009777;г Кострома, ул. Войкова ,27;д. 27;44:27:040611:584;Шинкаренко О.С.;2825;1;;;sukokin
Костромская обл;г Кострома;57.7820,40.9330;Кострома, Рабочий проспект 11;ООО Костромагорстрой;4443022963;Кострома, Рабочий проспект 11;д. 11;44:27:040309:2574;Казакова Н.Д.;2541;1;;;sukokin
Костромская обл;г Кострома;57.8035,41.0035;ЖК "Зеленый квартал";ООО Экожилстрой;4401152537;г.Кострома, Костромская 110, 4 очередь;д. 110;45470:25:07;Казакова Н.Д.;2496;1;;;sukokin
Костромская обл;п Никольское;57.8036,41.1063;Жилой дом, п. Никольское, Зеленая, 14;ООО СМУ-7;4401159130;Костромская обл., Костромской р-он, Никольское сельское поселение, пос.Никольское, ул.Зеленая 18;д. 18;44:27:080112:535;Казакова Н.Д.;2528;1;;;sukokin
Костромская обл;г Кострома;57.8302,40.8991;ЖК "Коттеджный поселок первый";ООО Первый;4401152978;г. Кострома, пос Волжский д 82;д. 82;44:27:030303:1059;Казакова Н.Д.;2505;1;;;sukokin
Краснодарский край;г Новороссийск;44.6900,37.7915;ЖК "Малая земля";ООО Бизнес-инвест;2317029098;Краснодарский край, г. Новороссийск, пр Ленина/ ул. Героев десантников;литер 2;23:47:0000000:3574;Смородская;1095;1;;;uzb
Краснодарский край;г Новороссийск;44.7498,37.7158;ЖК "Виктория трехэтажный жилой дом по ул. красина";ООО Гарантстрой;2315185768;Краснодарский край, г. Новороссийск с. Цемдолина, ул. Красина;23:43:0117031:1084;Смородская;;1089;1;;;uzb
Краснодарский край;г Анапа;44.8676,37.3313;ЖК "Георгиппия морская лит 5";ООО ЖБИ №1;2301085756;Краснодарский край, г. Анапа, ул. Адмирала Пустошкина, д. 10;д. 10;23:37:0106000:831;Сергеева Е.С.;892;1;;;uzb
Краснодарский край;г Анапа;44.8866,37.3233;ЖК "Владимирский-3";ООО Фройда-В;2301086365;г. Анапа, ул. Владимирская, д. 55;д. 55;23:37:0102029:648;Сергеева Е.С.;895;1;;;uzb
Краснодарский край;пгт Афипский;44.9155,38.8395;ЖК "Династия";ООО Династия;2348038335;Краснодарский край, Северский р-н, пгт. Афипский, ул. Победы;литер 1;23:43:0142047:1002;Смородская;6948;1;;;uzb
Краснодарский край;г Краснодар;44.9995,39.0695;ЖК "Восточно-кругликовский";ООО КраснодарСтройГрупп;2312164343;г. Краснодар, Карасунский внутригородской округ, ул. Автолюбителей, 1/4;д. 1/4;23:43:014:3021:2596;Смородская;1067;1;;;uzb
Краснодарский край;г Краснодар;45.0098,39.0423;ЖК "Алые паруса";ООО Мега-Строй;2310109428;г. Краснодар, ул. Старокубанская, 58/1;д. 58/1;23:43:0309004:1331;Смородская;958;1;;;uzb
Краснодарский край;г Краснодар;45.0157,39.0349;ЖК "Синема";ООО Монолит-Экспо;2311148211;Краснодарский край г. Краснодар улАйвазовского, 116;д. 116;23:30:0309002:0023;Смородская;1009;1;;;uzb
Краснодарский край;г Краснодар;45.0270,38.9594;ЖК "Адмирал";ОАО кубанское речное пароходство;2308010647;Краснодар, Кубанская Набережная 39;д. 39;23:43:0000000:1621;Смородская;911;1;;;uzb
Краснодарский край;г Краснодар;45.0385,39.0106;ЖК "Ежи";ООО Нефтегазспецстрой-Юг;7707083893;г. Краснодар, ул. Табачная, 1/1;д.1/1;23:43:01450075:2576;Артемова О.А.;5322;1;;;uzb
Краснодарский край;г Краснодар;45.0406,39.0952;ЖК "Комсомольский 3";ООО ЕкатеринодарИнвестСтрой;2312213689;г. Краснодар. Ул. Уральская, 162/4;д. 162/4;11523:48:32;Смородская;1079;1;;;uzb
Краснодарский край;г Краснодар;45.0565,39.1372;ЖК "Знаменский";ООО ЮСК;2312192982;г. Краснодар, п. Знаменский, ул. Первомайская, 4/А;литер 1;23:43:0000000:13603;Смородская;1074;1;;;uzb
Краснодарский край;г Краснодар;45.0599,38.9624;ЖК "Заря";ООО Остринский;2320201415;г. Краснодар, ул. Монтажников, 1/2;д. 1/2;7170056:22:10;Смородская;1096;1;;;uzb
Краснодарский край;г Краснодар;45.0608,39.0342;Краснодар, Героев Разведчиков 28 л15;ООО км-инвест;2312129874;Краснодар, Героев Разведчиков 28 л15;литер 15;23:43:0147047:1343;Смородская;1066;1;;;uzb
Краснодарский край;г Краснодар;45.0779,38.8964;ЖК "Светлоград";ООО Семья;2311163322;Краснодарский край, г. Краснодар, Прикубанский внутригородской округ, ул. Красных Партизан, 1/4;литер 3;23:43:0000000:13551;Артемова О.А.;7019;1;;;uzb
Краснодарский край;г Краснодар;45.0909,39.0115;ЖК "Пегас";ООО Капитал Инвест Строй;2311170619;г. Краснодар, ул. Россиская 267;литер 1;23:43:0129001:389;Смородская;1034;1;;;uzb
Краснодарский край;г Краснодар;45.0933,39.0004;ЖК "Первый";ООО ск квартал;2311138260;Краснодар, Московская 129;д. 129;23:43:01029001:11466;Смородская;1006;1;;;uzb
Краснодарский край;г Краснодар;45.0984,39.0101;ЖК "Фаворит строй";ООО Фаворит Строй;2311177759;г. Краснодар, ул. Ивана Рослого, 8;д. 8;23:07:0129001:7738;Смородская;1045;1;;;uzb
Краснодарский край;г Краснодар;45.1048,38.9552;ЖК "Приоритет";ООО Любимый город;2311148902;г. Краснодар, ул. Степная, 1/1;литер 1;23:43:0000000:352;Смородская;1011;1;;;uzb
Краснодарский край;г Краснодар;45.1093,39.0229;г.Краснодар, Прикубанский внутригородской округ, пос. Краснодарский,п/о87;ООО Серебрянные пруды;7713776511;г.Краснодар, Прикубанский внутригородской округ, пос. Краснодарский,п/о87;23:43:0130047:1884;Артемова О.А.;;5576;1;;;uzb
Краснодарский край;г Краснодар;45.1117,39.0102;ЖК "Жилой квартал на есаульской";ООО Арстройинвест;2311203085;Краснодарский край, г. Краснодар, Прикубанский в.о., ул. Есаульская, 57;д. 57;23:43:0000000:495;Смородская;1053;1;;;uzb
Краснодарский край;г Краснодар;45.1479,38.9982;ЖК "Березовый";ООО Дарстрой-Юг;2311173560;Краснодарский край, г. Краснодар, ул. Декоративная, 1/5;литер 2;23:43:018020:296;Смородская;1038;1;;;uzb
Краснодарский край;г Краснодар;45.1497,38.9946;ЖК "Прогресс";ООО СИК Девелопмент-ЮГ;2308034775;Кранодарский край, п. Березовый Березовский сельский округ, ул. Им. Бехтерева, 2/А;д. 2/А;23:43:0104015:0251;Смородская;7021;1;;;uzb
Красноярский край;г Уяр;55.8087,94.3302;Красноярский край, Уярский р-н, г.Уяр, ул. Уланова 19 а;ООО СК Седьмой этаж;2466274459;Красноярский край, Уярский р-н, г.Уяр, ул. Уланова 19 а;д. 19 А;24:50:0250164:49;Шинкаренко О.С.;1238;1;;;SibB
Красноярский край;г Красноярск;55.9842,92.8248;ЖК "Енисей";ООО Спецстрой;2464260490;г Красноярск , Свердловский р-н, ул Прибойная ,37, стр.2;д. 1;24:50:0700142:1558;Шинкаренко О.С.;1177;1;;;SibB
Красноярский край;г Красноярск;55.988928,92.853359;ЖК "Белые росы 20";ООО "Белые росы";2460066910;Красноярский край, г. Красноярск, микрорайон "Пашенный", район Абаканской протоки в Свердловском районе, г. Красноярска, д.20;д. 20;24:50:0000000:156580;Смородская;1130;1;;;SibB
Красноярский край;г Красноярск;55.989199,92.855810;ЖК "Белые росы";ООО "Ситистрой";2465126056;Красноярский край, г. Красноярск, Свердловский район, район Абаканской протоки, жилой район Пашенный,д.21;д. 21;24:50:0000000:156574;Шинкаренко О.С.;1201;1;;;SibB
Красноярский край;г Красноярск;55.989448,92.855104;ЖК "Белые росы 23";ООО "Сибирь";2464081388;Красноярский край, г. Красноярск, Свердловский район, район Абаканской протоки, жилой район Пашенный,д.23;д. 23;24:50:0000000:156579;Шинкаренко О.С.;1173;1;;;SibB
Красноярский край;г Красноярск;55.9986,92.9044;Южный берег ЖД№12 (Здание №12, инженерного обеспечения, третьей очереди строительства комплекса многоэтажных жилых домов на территории бывшей промышленной зоны "Судостроительного завода им. Г.Т. Побежимова");ООО "Новый город";2464057265;г. Красноярск, Свердловский район, пр-т имени газеты "Красноярский рабочий", 160;д. 12;24:50:0700400:359;Шинкаренко О.С.;1171;1;;;SibB
Красноярский край;г Красноярск;55.9990,92.9056;Южный берег 16 (Здание №16, инженерного обеспечения, третьей очереди строительства комплекса многоэтажных жилых домов на территории бывшей промышленной зоны "Судостроительного завода им. Г.Т. Побежимова";ООО "Новый город";2464057265;г. Красноярск, Свердловский район, пр-т имени газеты "Красноярский рабочий", 160;д. 1б;24:5060700400;Шинкаренко О.С.;1170;1;;;SibB
Красноярский край;г Красноярск;55.9995,93.0343;г.Красноярск, ул. Шевченко, д. 50а;ОАО ДСК;2466000401;г.Красноярск, ул. Шевченко, д. 50а;д. 50а;24:50:00000000:259;Шинкаренко О.С.;1218;1;;;SibB
Красноярский край;г Красноярск;56.014539,92.800020;ЖК "Годенко";ЗАО Фирма "Культбытстрой";2464000780;Красноярский край, г. Красноярск, Октябрьский район, ул. Михаила Годенко-ул. Академика Киренского-ул. Белорусская д. 2 (строение 1, 2 этап);1,2 этап;24:50:0000000:151878;Смородская;1146;1;;;SibB
Красноярский край;г Красноярск;56.014539,92.800020;ЖК "Годенко 2.1, 3 этап";ЗАО Фирма "Культбытстрой";2464000780;Красноярский край, г. Красноярск, Октябрьский район, в квартале жилых домов по улицам Михаила Горденко-Академика Киренского-Белорусская, Ул .Труда 145, Ул.Белорусская 28а,Техническая 74, Техническая 72. д. 2 (строение 1) 3 этап;3 этап;24:50:0000000:151878;Смородская;1147;1;;;SibB
Красноярский край;г Красноярск;56.016134,92.800182;ЖК "Годенко 2.2, 2,3";ЗАО Фирма "Культбытстрой";2464000780;Красноярский край, г. Красноярск, Октябрьский район, в квартале жилых домов по улицам Михаила Горденко-Академика Киренского-Белорусская, д. 2 (строение 2,3);стр. 2;24:50:0000000:151878;Смородская;1148;1;;;SibB
Красноярский край;г Красноярск;56.019255,92.760451;ЖК "Серебряный 2";ООО "Строитель 2005";2463071267;Красноярский край, г. Красноярск. Многоэтажные жилые дома, инженерное обеспечение в квартале 1 жилого района "Серебряный, 1 очередь строительства, д.2;д. 2;24:50:0000000:187478;Смородская;1142;1;;;SibB
Красноярский край;г Красноярск;56.0311,92.8134;ЖК "Калинина";ООО Уютный дом плюс;2465278404;г.Красноярск, Железнодорожный р-н . Ул.Калинина,41, д. 1;д. 1;24:50:0200025:942;Шинкаренко О.С.;1213;1;;;SibB
Красноярский край;г Красноярск;56.0392,92.9381;ЖК "Иннокентьевский 3 этап дом №5";ООО УСК Сибиряк;2466123241;г.Красноярск, Советский р-н ул.Партизана Желязняка 17, стр 24;д. 5;24:50:0000000:150286;Шинкаренко О.С.;1227;1;;;SibB
Красноярский край;г Красноярск;56.0392,92.9381;ЖК "Иннокентьевский дом №5 1 этап";ООО УСК Сибиряк;2466123241;г.Красноярск, советский р-он ул. Партизана железняка 17 стр 24;д. 5;24:50:0000000:150286;Шинкаренко О.С.;1228;1;;;SibB
Красноярский край;г Красноярск;56.0392,92.9381;ЖК "Иннокентьевский дом №5 2 этап";ООО УСК Сибиряк;2466123241;г.Красноярск, Советский р-он, ул. Партизана железняка 17, стр 24;д. 5;24:50:0000000:150286;Шинкаренко О.С.;1229;1;;;SibB
Красноярский край;г Красноярск;56.0539,92.9383;Красноярский край, г.Красноярск, Советский р-н, ул. Армейская 23г;ООО Стройсервис;2116499093;Красноярский край, г.Красноярск, Советский р-н, ул. Армейская 23г;д. 23Г;24:50:0400101:1450;Смородская;754;1;;;SibB
Красноярский край;г Красноярск;56.055888,92.735025;ЖК "Глобус мжд № 5";ООО УК "Сибирское инвестиционное агенство";2460240164;г.Красноярск, ул.Калинина-Норильская;д. 5;24:50:0100007:130;Смородская;1136;1;;;SibB
Красноярский край;г Красноярск;56.056212,92.734551;ЖК "Глобус мжд № 4";ООО УК "Сибирское инвестиционное агенство";2460240164;г.Красноярск, ул.Калинина-Норильская;д. 4;24:50:0100007:130;Смородская;1135;1;;;SibB
Красноярский край;г Красноярск;56.056312,92.733141;ЖК "Глобус мжд №3";ООО УК "Сибирское инвестиционное агенство";2460240164;г.Красноярск, ул.Калинина-Норильская;д. 3;24:50:0100007:130;Смородская;1137;1;;;SibB
Красноярский край;г Красноярск;56.0596,92.7584;ЖК "Бугач";ООО ИК Альянс;2465245960;г.Красноярск Октябрьский район ст.Бугач дом 6.3;д. 6.3;24:50:0100004:285;Шинкаренко О.С.;1208;1;;;SibB
Красноярский край;г Красноярск;56.0600,92.8940;ЖК "Преображенский";ООО Красноярск Сити;2465112448;г.Красноярск, Советский район, жилой район "Слобода Весны" Здание 16 со встроенными нежилыми помещениями (блок 1 и блок 2);зд. 16;24:50:0400415:81;Шинкаренко О.С.;1195;1;;;SibB
Красноярский край;г Красноярск;56.108121,92.910118;Красноярск, Советский район, 5 мкр жилого района "Солнечный", уч. 24, д. 1;ООО КРСК;2465249869;Красноярск, Советский район, 5 мкр жилого района "Солнечный", уч. 24, д. 1;д. 1;24:50:0000000:793;Шинкаренко О.С.;1211;1;;;SibB
Красноярский край;г Красноярск;56.1104,92.8975;ЖК "Нанжуль-солнечный дом №2";ООО УСК Сибиряк;2466123241;г.Красноярск, жилой массив индивидуальный застройки Нанжуль Солнечный;д. 2;24:50:0400398:1325;Шинкаренко О.С.;1230;1;;;SibB
Красноярский край;г Красноярск;56.110460,92.907540;ЖК "Радужный";ОАО ДСК;2466000401;г.Красноярк пр.60 лет Образования СССР д.3 (3 этап);д. 3;24:50:0000000:194941;Шинкаренко О.С.;1217;1;;;SibB
Красноярский край;г Красноярск;56.1116,92.8986;ЖК "Нанжуль-солнечный дом №1";ООО УСК Сибиряк;2466123241;г.Красноярск, жилой массив индивидуальный застройки Нанжуль Солнечный;д. 1;24:50:0000000:194028;Шинкаренко О.С.;1231;1;;;SibB
Красноярский край;г Красноярск;56.1122,92.8961;ЖК "Нынжуль-солнечный дом № 3";ООО УСК Сибиряк;2466123241;г.Красноярск, жилой массив индивидуальный застройки Нанжуль Солнечный;д. 3;24:50:0000000:194028;Шинкаренко О.С.;1232;1;;;SibB
Красноярский край;г Красноярск;56.1132,92.9117;Жилой дом №6;ООО "Альфа";2460001399;Красноярск, Советский район, 7 квартал, 3-й микрорайон жилого района "Солнечный";д. 6;24:50:0000000:103;Смородская;1126;1;;;SibB
Красноярский край;г Красноярск;56.1136,92.9111;Жилой дом №3;ООО "Альфа";2460001399;Красноярск, Советский район, 7 квартал, 3-й микрорайон жилого района "Солнечный";д. 3;24:50:0000000:103;Смородская;1124;1;;;SibB
Красноярский край;г Красноярск;56.1139,92.9153;Жилой дом №4;ООО "Альфа";2460001399;Красноярск, Советский район, 1 квартал, 3-й микрорайон жилого района "Солнечный";д. 4;24:50:0000000:103;Смородская;1125;1;;;SibB
Красноярский край;г Красноярск;56.1141,92.9176;Жилой дом №1;ООО "Альфа";2460001399;Красноярск, Советский район, 2 квартал, 3-й микрорайон жилого района "Солнечный";д. 1;24:50:0000000:103;Смородская;1122;1;;;SibB
Красноярский край;г Красноярск;56.1141,92.9176;Жилой дом №2;ООО "Альфа";2460001399;Красноярск, Советский район, 2 квартал, 3-й микрорайон жилого района "Солнечный";д. 2;24:50:0000000:103;Смородская;1123;1;;;SibB
Красноярский край;г Сосновоборск;56.114612,93.328626;ЖК "Самоцветы";ООО СибБытСтрой;2458006382;г.Состоновоборск VIII мкрн д. 15, 2 очередь (6-10 подъезды);д. 15;24:56:0201008:0004;Смородская;1118;1;;;SibB
Красноярский край;г Ачинск;56.2527,90.5037;Красноярский край, г. Ачинск, Юго-Восточный район, в 60 метрах на юго-восток от жилого дома № 61;ООО ООО "СтройАчинск";2443017871;Красноярский край, г. Ачинск, Юго-Восточный район, в 60 метрах на юго-восток от жилого дома № 61;24:43:0000000:25481;Смородская;;1107;1;;;SibB
Красноярский край;г Минусинск;;Жилой дом по улице Работниц в Калининском районе г.Челябинска;ООО Стройинвест;814173612;д. по улице Работниц в Калининском районе г.Челябинска;74:36:0000000:161;Тиханова Т.С.;;381;1;ОН другого региона;;SibB
Красноярский край;г Минусинск;;ул. Октябрьской (в створе с ул. Полбина) в Засвияжском районе г. Ульяновска II этап строительства: 24-этажный многоквартирный жилой дом №2;ООО Строй Град;1215080449;ул. Октябрьской (в створе с ул. Полбина) в Засвияжском районе г. Ульяновска» II этап строительства: 24-этажный многоквартирный д.2;д.2;73:24:030502:3;Гурьева КА;480;1;ОН другого региона;;SibB
Красноярский край;г Минусинск;;г.Брянск, Володарский р-н, в районе ул. Кольцова и ул. Радищева;ООО Инстрой;3235010228;г.Брянск, Володарский р-н, в районе ул. Кольцова и ул. Радищева;поз.2;32:28:000000:5469;Гурьева КА;1487;1;ОН другого региона;;SibB
Красноярский край;г Красноярск;;ЖК "Ярослав";ООО Эко Пром;2465274914;г.Красноярск, Советский р-н, 6 мкрн, жилой р-н "Солнечный", уч. 5,6. д. 1;д. 1;24:50:0400022:75;Шинкаренко О.С.;1212;1;Приостановлено сотрудничество;;SibB
Курская обл;г Курск;51.721987,36.185990;г. Курск , ул. Гайдара д. 26а;ООО Строймост;4632085126;г. Курск , ул. Гайдара д. 26а;д. 26а;46:29:102257:69;Казакова Н.Д.;2557;1;;;Romanenko
Ленинградская обл;г Кингисепп;59.382716,28.625213;ЖК "Ямбург";ООО Строительная компания Балт-Строй;7817044819;Ленинградская обл., г. Кингисеп, мкр-н "К", ул. Восточная, к. 2;к. 2;47:20:0903006:46;Смородская;6693;1;;;severozapadny
Ленинградская обл;массив Малые Колпаны;59.547397,30.090352;ЖК "Речной квартал";ЗАО Гатчинский Комбикормовый Завод;4719000303;Ленинградская обл., Гатчинский р-н, д. Малые колпаны, северная часть, квартал №12;47:23:0419001:0104;Казакова Н.Д.;;2628;1;;;severozapadny
Ленинградская обл;г Никольское;59.76844,30.774510;ЖК "Первомайский";ООО Петрострой;7839405032;Ленинградская область, Тосненский район, г. Никольское, ул. Первомайская, д.17, секция Г;к. 2,д.17, секция Г;47:26:04-01-004:0092;Макшанова Е.В.;6840;1;;;severozapadny
Ленинградская обл;г Кировск;59.885106,30.992754;ЖК "Нева-сити";ООО СК Нева-Сити;4706030815;Ленинградская обл., Кировский р-н, г. Кировск, б-р Партизанской Славы, д. 1;д. 1;47:16:0101005: 1478;Казакова Н.Д.;2622;1;;;severozapadny
Ленинградская обл;д Кудрово;59.918400,30.514832;ЖК "Капитал лот 5";АО Строительный трест;7804004544;Ленинградская обл, Всеволожский р-он, Заневское с.п., дер. Кудрово, мкр новый Оккервиль, строит. Позиция 5(Лот 5);позиция 5;47:07:1044001:0245;Казакова Н.Д.;6365;1;;;severozapadny
